Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,company_name,sector,industry,date
475.07,482.62,475.0,482.43,1323557,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-10-26
485.0,490.71,484.09,489.3,1352007,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-10-27
482.35,486.23,475.73,476.71,1691170,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-10-28
479.65,479.97,471.1,471.88,1348765,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-10-29
469.06,475.47,465.5,473.12,1265503,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-10-30
478.8,489.32,477.55,480.55,1684627,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-02
491.02,501.73,488.89,491.5,1745981,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-03
500.0,518.0,499.22,510.97,2332233,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-04
525.0,529.87,511.75,514.76,1567991,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-05
518.58,532.57,514.5,527.66,1400035,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-06
521.78,523.0,484.31,484.99,4267578,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-09
480.37,483.98,462.0,468.59,3451644,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-10
472.06,488.55,469.07,484.0,1962992,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-11
485.0,498.03,482.9,486.56,1499299,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-12
492.99,494.36,486.08,488.59,1191793,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-13
495.73,495.73,480.13,480.99,1781405,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-16
479.1,483.93,477.13,479.0,1583640,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-17
479.91,481.44,451.74,454.18,3558294,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-18
458.93,459.7,450.05,453.1,2152835,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-19
452.78,457.28,449.75,451.04,1941025,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-20
454.5,455.92,441.76,446.03,2290485,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-23
444.3,445.52,435.77,439.56,2894372,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-24
438.48,449.68,438.18,448.45,2704763,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-25
453.48,454.6,442.0,453.4,899681,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-27
457.07,466.59,455.0,464.98,2588493,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-11-30
470.0,475.79,465.3,471.1,3105157,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-01
476.47,482.2,469.6,478.89,2040252,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-02
480.0,481.45,471.66,477.2,1519317,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-03
476.46,478.72,469.24,474.62,1693377,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-04
473.84,478.1,471.0,472.89,1300695,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-07
472.89,479.55,472.89,473.98,1466614,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-08
477.5,477.5,458.87,461.38,2450948,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-09
463.05,473.0,462.0,468.74,1588119,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-10
468.0,471.9,465.04,471.39,1214865,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-11
471.41,477.44,466.04,467.13,1769455,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-14
469.79,473.48,465.24,470.98,1149355,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-15
466.34,468.47,457.58,457.79,2089908,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-16
458.36,464.99,458.14,464.94,1795450,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-17
462.74,469.15,455.41,466.68,3648591,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-18
462.31,466.28,454.0,462.88,1315021,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-21
462.36,465.39,459.5,465.2,1068463,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-22
467.83,469.38,458.34,458.34,1266931,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-23
457.4,462.21,456.41,458.09,442077,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-24
462.08,463.5,457.35,460.73,755173,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-28
466.0,466.33,460.75,462.86,824845,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-29
465.32,466.6,461.48,461.73,726286,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-30
461.57,466.23,459.53,465.78,976766,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2020-12-31
469.05,476.38,462.17,471.82,2236405,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2021-01-04
472.0,482.9,471.0,477.72,2074878,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2021-01-05
471.3,489.96,470.23,485.21,2134032,0.0,0.0,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,2021-01-06
